"AgeGroup","ToD_Condition","Date","sub_id","absavg_recall_blockOverall","absavg_recall_block1","absavg_recall_block2","absavg_recall_block3","minavg_recall_blockOverall","minavg_recall_block1","minavg_recall_block2","minavg_recall_block3","absavg_learning_blockOverall","absavg_learning_block1","absavg_learning_block2","absavg_learning_block3","minavg_learning_blockOverall","minavg_learning_block1","minavg_learning_block2","minavg_learning_block3","SubID","CorrectRecallOld_block1","CorrectRecallOld_block2","CorrectRecallOld_block3","CorrectRecallOld_blockOverall","ForgetRecallOld_block1","ForgetRecallOld_block2","ForgetRecallOld_block3","ForgetRecallOld_blockOverall","CorrectRecallNew_block1","CorrectRecallNew_block2","CorrectRecallNew_block3","CorrectRecallNew_blockOverall","NewRecallOld_block1","NewRecallOld_block2","NewRecallOld_block3","NewRecallOld_blockOverall"
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub055_ToD_Online",94.9607843137255,98.3333333333333,96.4375,91.25,-2.25490196078431,-24.8666666666667,28.1875,-9.65,9.25,11.75,6.55,9.45,3.65,5.15,1.35,4.45,"Sub055_ToD_Online",15,16,20,51,5,4,0,9,8,9,7,24,0,0,0,0
"OA","Morning","27/10/24","Sub055_ToD_Online",94.9607843137255,98.3333333333333,96.4375,91.25,-2.25490196078431,-24.8666666666667,28.1875,-9.65,9.25,11.75,6.55,9.45,3.65,5.15,1.35,4.45,"Sub056_ToD_Online",13,18,19,50,6,2,1,9,6,7,7,20,1,2,0,3
"OA","Morning","27/10/24","Sub055_ToD_Online",94.9607843137255,98.3333333333333,96.4375,91.25,-2.25490196078431,-24.8666666666667,28.1875,-9.65,9.25,11.75,6.55,9.45,3.65,5.15,1.35,4.45,"Sub058_ToD_Online",15,16,19,50,5,4,1,10,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub055_ToD_Online",94.9607843137255,98.3333333333333,96.4375,91.25,-2.25490196078431,-24.8666666666667,28.1875,-9.65,9.25,11.75,6.55,9.45,3.65,5.15,1.35,4.45,"Sub059_ToD_Online",19,20,20,59,1,0,0,1,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub055_ToD_Online",94.9607843137255,98.3333333333333,96.4375,91.25,-2.25490196078431,-24.8666666666667,28.1875,-9.65,9.25,11.75,6.55,9.45,3.65,5.15,1.35,4.45,"Sub057_ToD_Online",15,11,13,39,5,9,7,21,8,7,8,23,0,1,0,1
"OA","Morning","27/10/24","Sub056_ToD_Online",81.7,55.0769230769231,103,79.7368421052632,-2.34,-18,9.33333333333333,-2.68421052631579,2.4,3.2,2.55,1.45,0.4,2.1,-0.65,-0.25,"Sub055_ToD_Online",15,16,20,51,5,4,0,9,8,9,7,24,0,0,0,0
"OA","Morning","27/10/24","Sub056_ToD_Online",81.7,55.0769230769231,103,79.7368421052632,-2.34,-18,9.33333333333333,-2.68421052631579,2.4,3.2,2.55,1.45,0.4,2.1,-0.65,-0.25,"Sub056_ToD_Online",13,18,19,50,6,2,1,9,6,7,7,20,1,2,0,3
"OA","Morning","27/10/24","Sub056_ToD_Online",81.7,55.0769230769231,103,79.7368421052632,-2.34,-18,9.33333333333333,-2.68421052631579,2.4,3.2,2.55,1.45,0.4,2.1,-0.65,-0.25,"Sub058_ToD_Online",15,16,19,50,5,4,1,10,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub056_ToD_Online",81.7,55.0769230769231,103,79.7368421052632,-2.34,-18,9.33333333333333,-2.68421052631579,2.4,3.2,2.55,1.45,0.4,2.1,-0.65,-0.25,"Sub059_ToD_Online",19,20,20,59,1,0,0,1,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub056_ToD_Online",81.7,55.0769230769231,103,79.7368421052632,-2.34,-18,9.33333333333333,-2.68421052631579,2.4,3.2,2.55,1.45,0.4,2.1,-0.65,-0.25,"Sub057_ToD_Online",15,11,13,39,5,9,7,21,8,7,8,23,0,1,0,1
"OA","Morning","27/10/24","Sub058_ToD_Online",78.94,88.4666666666667,77.5625,72.5789473684211,-33.38,-78.8666666666667,-11.6875,-15.7368421052632,89.7166666666667,87.2,83.85,98.1,-24.25,-46.8,-33.15,7.2,"Sub055_ToD_Online",15,16,20,51,5,4,0,9,8,9,7,24,0,0,0,0
"OA","Morning","27/10/24","Sub058_ToD_Online",78.94,88.4666666666667,77.5625,72.5789473684211,-33.38,-78.8666666666667,-11.6875,-15.7368421052632,89.7166666666667,87.2,83.85,98.1,-24.25,-46.8,-33.15,7.2,"Sub056_ToD_Online",13,18,19,50,6,2,1,9,6,7,7,20,1,2,0,3
"OA","Morning","27/10/24","Sub058_ToD_Online",78.94,88.4666666666667,77.5625,72.5789473684211,-33.38,-78.8666666666667,-11.6875,-15.7368421052632,89.7166666666667,87.2,83.85,98.1,-24.25,-46.8,-33.15,7.2,"Sub058_ToD_Online",15,16,19,50,5,4,1,10,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub058_ToD_Online",78.94,88.4666666666667,77.5625,72.5789473684211,-33.38,-78.8666666666667,-11.6875,-15.7368421052632,89.7166666666667,87.2,83.85,98.1,-24.25,-46.8,-33.15,7.2,"Sub059_ToD_Online",19,20,20,59,1,0,0,1,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub058_ToD_Online",78.94,88.4666666666667,77.5625,72.5789473684211,-33.38,-78.8666666666667,-11.6875,-15.7368421052632,89.7166666666667,87.2,83.85,98.1,-24.25,-46.8,-33.15,7.2,"Sub057_ToD_Online",15,11,13,39,5,9,7,21,8,7,8,23,0,1,0,1
"OA","Morning","27/10/24","Sub059_ToD_Online",6.15254237288136,5.21052631578947,7.15,6.05,-0.525423728813559,-0.0526315789473684,-0.55,-0.95,4,4.45,2.85,4.7,-1.1,-2.95,-0.35,0,"Sub055_ToD_Online",15,16,20,51,5,4,0,9,8,9,7,24,0,0,0,0
"OA","Morning","27/10/24","Sub059_ToD_Online",6.15254237288136,5.21052631578947,7.15,6.05,-0.525423728813559,-0.0526315789473684,-0.55,-0.95,4,4.45,2.85,4.7,-1.1,-2.95,-0.35,0,"Sub056_ToD_Online",13,18,19,50,6,2,1,9,6,7,7,20,1,2,0,3
"OA","Morning","27/10/24","Sub059_ToD_Online",6.15254237288136,5.21052631578947,7.15,6.05,-0.525423728813559,-0.0526315789473684,-0.55,-0.95,4,4.45,2.85,4.7,-1.1,-2.95,-0.35,0,"Sub058_ToD_Online",15,16,19,50,5,4,1,10,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub059_ToD_Online",6.15254237288136,5.21052631578947,7.15,6.05,-0.525423728813559,-0.0526315789473684,-0.55,-0.95,4,4.45,2.85,4.7,-1.1,-2.95,-0.35,0,"Sub059_ToD_Online",19,20,20,59,1,0,0,1,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub059_ToD_Online",6.15254237288136,5.21052631578947,7.15,6.05,-0.525423728813559,-0.0526315789473684,-0.55,-0.95,4,4.45,2.85,4.7,-1.1,-2.95,-0.35,0,"Sub057_ToD_Online",15,11,13,39,5,9,7,21,8,7,8,23,0,1,0,1
"OA","Morning","27/10/24","Sub057_ToD_Online",52.9487179487179,48.5333333333333,46.9090909090909,63.1538461538462,-14.0769230769231,-2.93333333333333,-7.81818181818182,-32.2307692307692,10.8833333333333,16.5,7.95,8.2,-1.91666666666667,-3.8,-2.85,0.9,"Sub055_ToD_Online",15,16,20,51,5,4,0,9,8,9,7,24,0,0,0,0
"OA","Morning","27/10/24","Sub057_ToD_Online",52.9487179487179,48.5333333333333,46.9090909090909,63.1538461538462,-14.0769230769231,-2.93333333333333,-7.81818181818182,-32.2307692307692,10.8833333333333,16.5,7.95,8.2,-1.91666666666667,-3.8,-2.85,0.9,"Sub056_ToD_Online",13,18,19,50,6,2,1,9,6,7,7,20,1,2,0,3
"OA","Morning","27/10/24","Sub057_ToD_Online",52.9487179487179,48.5333333333333,46.9090909090909,63.1538461538462,-14.0769230769231,-2.93333333333333,-7.81818181818182,-32.2307692307692,10.8833333333333,16.5,7.95,8.2,-1.91666666666667,-3.8,-2.85,0.9,"Sub058_ToD_Online",15,16,19,50,5,4,1,10,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub057_ToD_Online",52.9487179487179,48.5333333333333,46.9090909090909,63.1538461538462,-14.0769230769231,-2.93333333333333,-7.81818181818182,-32.2307692307692,10.8833333333333,16.5,7.95,8.2,-1.91666666666667,-3.8,-2.85,0.9,"Sub059_ToD_Online",19,20,20,59,1,0,0,1,8,8,8,24,0,0,0,0
"OA","Morning","27/10/24","Sub057_ToD_Online",52.9487179487179,48.5333333333333,46.9090909090909,63.1538461538462,-14.0769230769231,-2.93333333333333,-7.81818181818182,-32.2307692307692,10.8833333333333,16.5,7.95,8.2,-1.91666666666667,-3.8,-2.85,0.9,"Sub057_ToD_Online",15,11,13,39,5,9,7,21,8,7,8,23,0,1,0,1
"OA","Morning","28/10/24","Sub060_ToD_Online",51.0363636363636,63.0588235294118,43.4736842105263,47.8421052631579,-14.5272727272727,-27.6470588235294,13.4736842105263,-30.7894736842105,8.9,7.1,11.85,7.75,0.0333333333333333,0,-1.75,1.85,"Sub060_ToD_Online",17,19,19,55,3,1,1,5,8,8,8,24,0,0,0,0
"OA","Morning","6/12/2024","Sub090_ToD_Online",56.9583333333333,44.1,49.3333333333333,78.75,-7.70833333333333,11.5,-10.3333333333333,-29.75,7.3,8.25,6.8,6.85,0.566666666666667,-0.55,-0.4,2.65,"Sub090_ToD_Online",10,6,8,24,10,14,12,36,8,8,8,24,0,0,0,0
"OA","Morning","6/12/2024","Sub090_ToD_Online",56.9583333333333,44.1,49.3333333333333,78.75,-7.70833333333333,11.5,-10.3333333333333,-29.75,7.3,8.25,6.8,6.85,0.566666666666667,-0.55,-0.4,2.65,"Sub091_ToD_Online",15,18,8,41,4,2,12,18,8,6,8,22,0,2,0,2
"OA","Morning","6/12/2024","Sub091_ToD_Online",41.2439024390244,48.3333333333333,20.4444444444444,74.75,-6.80487804878049,-5.13333333333333,12,-52.25,13.05,10.4,9.1,19.65,3.81666666666667,-0.1,2.1,9.45,"Sub090_ToD_Online",10,6,8,24,10,14,12,36,8,8,8,24,0,0,0,0
"OA","Morning","6/12/2024","Sub091_ToD_Online",41.2439024390244,48.3333333333333,20.4444444444444,74.75,-6.80487804878049,-5.13333333333333,12,-52.25,13.05,10.4,9.1,19.65,3.81666666666667,-0.1,2.1,9.45,"Sub091_ToD_Online",15,18,8,41,4,2,12,18,8,6,8,22,0,2,0,2
"OA","Night","23/10/24","Sub003_ToD_Online",29.4259259259259,44.6428571428571,33.6,14.6,-2.12962962962963,-1.5,0.9,-5.6,6.95,6.35,7,7.5,0.916666666666667,1.65,-0.6,1.7,"Sub003_ToD_Online",14,20,20,54,6,0,0,6,8,8,7,23,0,0,1,1
"OA","Night","23/10/24","Sub003_ToD_Online",29.4259259259259,44.6428571428571,33.6,14.6,-2.12962962962963,-1.5,0.9,-5.6,6.95,6.35,7,7.5,0.916666666666667,1.65,-0.6,1.7,"Sub004_ToD_Online",12,14,16,42,7,6,4,17,8,8,8,24,0,0,0,0
"OA","Night","23/10/24","Sub004_ToD_Online",42.2857142857143,43,54.4285714285714,31.125,-5.42857142857143,7.83333333333333,6.28571428571429,-25.625,6.4,5.4,9.4,4.4,0.0666666666666667,0.4,1.9,-2.1,"Sub003_ToD_Online",14,20,20,54,6,0,0,6,8,8,7,23,0,0,1,1
"OA","Night","23/10/24","Sub004_ToD_Online",42.2857142857143,43,54.4285714285714,31.125,-5.42857142857143,7.83333333333333,6.28571428571429,-25.625,6.4,5.4,9.4,4.4,0.0666666666666667,0.4,1.9,-2.1,"Sub004_ToD_Online",12,14,16,42,7,6,4,17,8,8,8,24,0,0,0,0
"OA","Night","24/10/24","Sub016_ToD_Online",51.02,35.125,49.8125,66.2222222222222,-2.42,11,-17.5625,-0.888888888888889,11.1166666666667,9.7,11.2,12.45,4.45,3.7,6.5,3.15,"Sub016_ToD_Online",16,16,18,50,4,4,2,10,8,8,8,24,0,0,0,0
"OA","Night","24/10/24","Sub016_ToD_Online",51.02,35.125,49.8125,66.2222222222222,-2.42,11,-17.5625,-0.888888888888889,11.1166666666667,9.7,11.2,12.45,4.45,3.7,6.5,3.15,"Sub017_ToD_Online",18,20,20,58,2,0,0,2,8,9,7,24,0,0,0,0
"OA","Night","24/10/24","Sub016_ToD_Online",51.02,35.125,49.8125,66.2222222222222,-2.42,11,-17.5625,-0.888888888888889,11.1166666666667,9.7,11.2,12.45,4.45,3.7,6.5,3.15,"Sub018_ToD_Online",6,10,12,28,12,10,8,30,8,8,6,22,0,0,2,2
"OA","Night","24/10/24","Sub016_ToD_Online",51.02,35.125,49.8125,66.2222222222222,-2.42,11,-17.5625,-0.888888888888889,11.1166666666667,9.7,11.2,12.45,4.45,3.7,6.5,3.15,"Sub019_ToD_Online",17,12,18,47,3,8,2,13,8,9,6,23,0,0,1,1
"OA","Night","24/10/24","Sub017_ToD_Online",18.7241379310345,18.9444444444444,21.95,15.3,4.20689655172414,2.94444444444444,9.35,0.2,6.45,5.45,6.45,7.45,-1.48333333333333,-2.25,0.55,-2.75,"Sub016_ToD_Online",16,16,18,50,4,4,2,10,8,8,8,24,0,0,0,0
"OA","Night","24/10/24","Sub017_ToD_Online",18.7241379310345,18.9444444444444,21.95,15.3,4.20689655172414,2.94444444444444,9.35,0.2,6.45,5.45,6.45,7.45,-1.48333333333333,-2.25,0.55,-2.75,"Sub017_ToD_Online",18,20,20,58,2,0,0,2,8,9,7,24,0,0,0,0
"OA","Night","24/10/24","Sub017_ToD_Online",18.7241379310345,18.9444444444444,21.95,15.3,4.20689655172414,2.94444444444444,9.35,0.2,6.45,5.45,6.45,7.45,-1.48333333333333,-2.25,0.55,-2.75,"Sub018_ToD_Online",6,10,12,28,12,10,8,30,8,8,6,22,0,0,2,2
"OA","Night","24/10/24","Sub017_ToD_Online",18.7241379310345,18.9444444444444,21.95,15.3,4.20689655172414,2.94444444444444,9.35,0.2,6.45,5.45,6.45,7.45,-1.48333333333333,-2.25,0.55,-2.75,"Sub019_ToD_Online",17,12,18,47,3,8,2,13,8,9,6,23,0,0,1,1
"OA","Night","24/10/24","Sub018_ToD_Online",59,74.5,44.3,63.5,-15.0714285714286,-71.5,-2.9,3,9.26666666666667,8.5,10.25,9.05,-2.93333333333333,-0.5,-5.15,-3.15,"Sub016_ToD_Online",16,16,18,50,4,4,2,10,8,8,8,24,0,0,0,0
"OA","Night","24/10/24","Sub018_ToD_Online",59,74.5,44.3,63.5,-15.0714285714286,-71.5,-2.9,3,9.26666666666667,8.5,10.25,9.05,-2.93333333333333,-0.5,-5.15,-3.15,"Sub017_ToD_Online",18,20,20,58,2,0,0,2,8,9,7,24,0,0,0,0
"OA","Night","24/10/24","Sub018_ToD_Online",59,74.5,44.3,63.5,-15.0714285714286,-71.5,-2.9,3,9.26666666666667,8.5,10.25,9.05,-2.93333333333333,-0.5,-5.15,-3.15,"Sub018_ToD_Online",6,10,12,28,12,10,8,30,8,8,6,22,0,0,2,2
"OA","Night","24/10/24","Sub018_ToD_Online",59,74.5,44.3,63.5,-15.0714285714286,-71.5,-2.9,3,9.26666666666667,8.5,10.25,9.05,-2.93333333333333,-0.5,-5.15,-3.15,"Sub019_ToD_Online",17,12,18,47,3,8,2,13,8,9,6,23,0,0,1,1
"OA","Night","24/10/24","Sub019_ToD_Online",32.2553191489362,29.0588235294118,46.5833333333333,25.7222222222222,4.59574468085106,8.70588235294118,4.41666666666667,0.833333333333333,8.1,7.15,7.7,9.45,-0.533333333333333,0.35,-0.8,-1.15,"Sub016_ToD_Online",16,16,18,50,4,4,2,10,8,8,8,24,0,0,0,0
"OA","Night","24/10/24","Sub019_ToD_Online",32.2553191489362,29.0588235294118,46.5833333333333,25.7222222222222,4.59574468085106,8.70588235294118,4.41666666666667,0.833333333333333,8.1,7.15,7.7,9.45,-0.533333333333333,0.35,-0.8,-1.15,"Sub017_ToD_Online",18,20,20,58,2,0,0,2,8,9,7,24,0,0,0,0
"OA","Night","24/10/24","Sub019_ToD_Online",32.2553191489362,29.0588235294118,46.5833333333333,25.7222222222222,4.59574468085106,8.70588235294118,4.41666666666667,0.833333333333333,8.1,7.15,7.7,9.45,-0.533333333333333,0.35,-0.8,-1.15,"Sub018_ToD_Online",6,10,12,28,12,10,8,30,8,8,6,22,0,0,2,2
"OA","Night","24/10/24","Sub019_ToD_Online",32.2553191489362,29.0588235294118,46.5833333333333,25.7222222222222,4.59574468085106,8.70588235294118,4.41666666666667,0.833333333333333,8.1,7.15,7.7,9.45,-0.533333333333333,0.35,-0.8,-1.15,"Sub019_ToD_Online",17,12,18,47,3,8,2,13,8,9,6,23,0,0,1,1
"OA","Night","25/10/24","Sub046_ToD_Online",38.8333333333333,34.8125,40.1176470588235,41.6666666666667,-6.45833333333333,-2.0625,-14.8235294117647,-1.66666666666667,7.48333333333333,7.7,7.9,6.85,-0.316666666666667,0.6,1.1,-2.65,"Sub046_ToD_Online",16,17,15,48,4,3,5,12,8,8,8,24,0,0,0,0
"OA","Night","25/10/24","Sub046_ToD_Online",38.8333333333333,34.8125,40.1176470588235,41.6666666666667,-6.45833333333333,-2.0625,-14.8235294117647,-1.66666666666667,7.48333333333333,7.7,7.9,6.85,-0.316666666666667,0.6,1.1,-2.65,"Sub047_ToD_Online",15,14,12,41,5,6,8,19,7,9,7,23,1,0,0,1
"OA","Night","25/10/24","Sub046_ToD_Online",38.8333333333333,34.8125,40.1176470588235,41.6666666666667,-6.45833333333333,-2.0625,-14.8235294117647,-1.66666666666667,7.48333333333333,7.7,7.9,6.85,-0.316666666666667,0.6,1.1,-2.65,"Sub048_ToD_Online",12,15,18,45,8,5,2,15,5,8,4,17,3,1,3,7
"OA","Night","25/10/24","Sub047_ToD_Online",83.9512195121951,89.5333333333333,81.0714285714286,80.3333333333333,-22.2926829268293,-25.9333333333333,-39.7857142857143,2.66666666666667,11.3166666666667,11.75,12.1,10.1,-3.05,-8.85,-2.9,2.6,"Sub046_ToD_Online",16,17,15,48,4,3,5,12,8,8,8,24,0,0,0,0
"OA","Night","25/10/24","Sub047_ToD_Online",83.9512195121951,89.5333333333333,81.0714285714286,80.3333333333333,-22.2926829268293,-25.9333333333333,-39.7857142857143,2.66666666666667,11.3166666666667,11.75,12.1,10.1,-3.05,-8.85,-2.9,2.6,"Sub047_ToD_Online",15,14,12,41,5,6,8,19,7,9,7,23,1,0,0,1
"OA","Night","25/10/24","Sub047_ToD_Online",83.9512195121951,89.5333333333333,81.0714285714286,80.3333333333333,-22.2926829268293,-25.9333333333333,-39.7857142857143,2.66666666666667,11.3166666666667,11.75,12.1,10.1,-3.05,-8.85,-2.9,2.6,"Sub048_ToD_Online",12,15,18,45,8,5,2,15,5,8,4,17,3,1,3,7
"OA","Night","25/10/24","Sub048_ToD_Online",88.8222222222222,64.75,112,85.5555555555556,5.31111111111111,-15.5833333333333,17.2,9.33333333333333,13.8,20.2,9.2,12,0.833333333333333,9.1,-1.1,-5.5,"Sub046_ToD_Online",16,17,15,48,4,3,5,12,8,8,8,24,0,0,0,0
"OA","Night","25/10/24","Sub048_ToD_Online",88.8222222222222,64.75,112,85.5555555555556,5.31111111111111,-15.5833333333333,17.2,9.33333333333333,13.8,20.2,9.2,12,0.833333333333333,9.1,-1.1,-5.5,"Sub047_ToD_Online",15,14,12,41,5,6,8,19,7,9,7,23,1,0,0,1
"OA","Night","25/10/24","Sub048_ToD_Online",88.8222222222222,64.75,112,85.5555555555556,5.31111111111111,-15.5833333333333,17.2,9.33333333333333,13.8,20.2,9.2,12,0.833333333333333,9.1,-1.1,-5.5,"Sub048_ToD_Online",12,15,18,45,8,5,2,15,5,8,4,17,3,1,3,7
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub068_ToD_Online",16,18,19,53,4,2,1,7,7,9,7,23,1,0,0,1
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub069_ToD_Online",17,20,20,57,3,0,0,3,5,2,3,10,3,6,5,14
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub070_ToD_Online",18,18,9,45,2,2,11,15,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub071_ToD_Online",12,18,13,43,8,2,7,17,6,7,7,20,0,1,1,2
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub072_ToD_Online",19,18,19,56,1,2,1,4,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub068_ToD_Online",42.0943396226415,37.875,53.0555555555556,35.2631578947368,9.49056603773585,10,-1.61111111111111,19.5789473684211,7.13333333333333,8.8,6.45,6.15,-0.0666666666666667,-0.9,0.95,-0.25,"Sub073_ToD_Online",19,19,20,58,1,1,0,2,8,9,6,23,0,0,1,1
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub068_ToD_Online",16,18,19,53,4,2,1,7,7,9,7,23,1,0,0,1
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub069_ToD_Online",17,20,20,57,3,0,0,3,5,2,3,10,3,6,5,14
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub070_ToD_Online",18,18,9,45,2,2,11,15,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub071_ToD_Online",12,18,13,43,8,2,7,17,6,7,7,20,0,1,1,2
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub072_ToD_Online",19,18,19,56,1,2,1,4,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub069_ToD_Online",89.5438596491228,98.2352941176471,75,96.7,2.94736842105263,6.94117647058824,35.7,-33.2,8.4,7.55,9.7,7.95,0.666666666666667,-0.85,-0.7,3.55,"Sub073_ToD_Online",19,19,20,58,1,1,0,2,8,9,6,23,0,0,1,1
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub068_ToD_Online",16,18,19,53,4,2,1,7,7,9,7,23,1,0,0,1
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub069_ToD_Online",17,20,20,57,3,0,0,3,5,2,3,10,3,6,5,14
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub070_ToD_Online",18,18,9,45,2,2,11,15,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub071_ToD_Online",12,18,13,43,8,2,7,17,6,7,7,20,0,1,1,2
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub072_ToD_Online",19,18,19,56,1,2,1,4,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub070_ToD_Online",73.4444444444444,64.2222222222222,68,102.777777777778,-11.6222222222222,-0.555555555555556,-30.1111111111111,3.22222222222222,9.63333333333333,10.95,8.95,9,-1,0.15,-2.25,-0.9,"Sub073_ToD_Online",19,19,20,58,1,1,0,2,8,9,6,23,0,0,1,1
"OA","Night","28/10/24","Sub071_ToD_Online",39.046511627907,48.4166666666667,33.6111111111111,37.9230769230769,6.16279069767442,11.0833333333333,-0.388888888888889,10.6923076923077,8.1,8.75,3.65,11.9,4.16666666666667,4.45,-0.45,8.5,"Sub068_ToD_Online",16,18,19,53,4,2,1,7,7,9,7,23,1,0,0,1
"OA","Night","28/10/24","Sub071_ToD_Online",39.046511627907,48.4166666666667,33.6111111111111,37.9230769230769,6.16279069767442,11.0833333333333,-0.388888888888889,10.6923076923077,8.1,8.75,3.65,11.9,4.16666666666667,4.45,-0.45,8.5,"Sub069_ToD_Online",17,20,20,57,3,0,0,3,5,2,3,10,3,6,5,14
"OA","Night","28/10/24","Sub071_ToD_Online",39.046511627907,48.4166666666667,33.6111111111111,37.9230769230769,6.16279069767442,11.0833333333333,-0.388888888888889,10.6923076923077,8.1,8.75,3.65,11.9,4.16666666666667,4.45,-0.45,8.5,"Sub070_ToD_Online",18,18,9,45,2,2,11,15,8,9,7,24,0,0,0,0
"OA","Night","28/10/24","Sub071_ToD_Online",39.046511627907,48.4166666666667,33.6111111111111,37.9230769230769,6.16279069767442,11.0833333333333,-0.388888888888889,10.6923076923077,8.1,8.75,3.65,11.9,4.16666666666667,4.45,-0.45,8.5,"Sub071_ToD_Online",12,18,13,43,8,2,7,17,6,7,7,20,0,1,1,2
"OA","Night","28/10/24","Sub071_ToD_Online",39.046511627907,48.4166666666667,33.6111111111111,37.9230769230769,6.16279069767442,11.0833333333333,-0.388888888888889,10.6923076923077,8.1,8.75,3.65,11.9,4.16666666666667,4.45,-0.45,8.5,"Sub072_ToD_Online",19,18,19,56,1,2,1,4,8,9,7,24,0,0,0,0
